"locale","city_id","name"
"th_TH","Khlong Toei","คลองเตย"
"th_TH","Khlong San","คลองสาน"
"th_TH","Khlong Sam Wa","คลองสามวา"
"th_TH","Khan Na Yao","คันนายาว"
"th_TH","Chatuchak","จตุจักร"
"th_TH","Chom Thong","จอมทอง"
"th_TH","Don Mueang","ดอนเมือง"
"th_TH","Din Daeng","ดินแดง"
"th_TH","Dusit","ดุสิต"
"th_TH","Taling Chan","ตลิ่งชัน"
"th_TH","Thawi Watthana","ทวีวัฒนา"
"th_TH","Thung Khru","ทุ่งครุ"
"th_TH","Thon Buri","ธนบุรี"
"th_TH","Bang Khen","บางเขน"
"th_TH","Bang Khae","บางแค"
"th_TH","Bangkok Yai","บางกอกใหญ่"
"th_TH","Bangkok Noi","บางกอกน้อย"
"th_TH","Bang Kapi","บางกะปิ"
"th_TH","Bang Khun Thian","บางขุนเทียน"
"th_TH","Bang Kho Laem","บางคอแหลม"
"th_TH","Bang Sue","บางซื่อ"
"th_TH","Bang Na","บางนา"
"th_TH","Bang Bon","บางบอน"
"th_TH","Bang Phlat","บางพลัด"
"th_TH","Bang Rak","บางรัก"
"th_TH","Bueng Kum","บึงกุ่ม"
"th_TH","Pathum Wan","ปทุมวัน"
"th_TH","Prawet","ประเวศ"
"th_TH","Pom Prap Sattru Phai","ป้อมปราบศัตรูพ่าย"
"th_TH","Phaya Thai","พญาไท"
"th_TH","Phra Khanong","พระโขนง"
"th_TH","Phra Nakhon","พระนคร"
"th_TH","Phasi Charoen","ภาษีเจริญ"
"th_TH","Min Buri","มีนบุรี"
"th_TH","Yan Nawa","ยานนาวา"
"th_TH","Ratchathewi","ราชเทวี"
"th_TH","Rat Burana","ราษฎร์บูรณะ"
"th_TH","Lat Krabang","ลาดกระบัง"
"th_TH","Lat Phrao","ลาดพร้าว"
"th_TH","Wang Thonglang","วังทองหลาง"
"th_TH","Watthana","วัฒนา"
"th_TH","Suan Luang","สวนหลวง"
"th_TH","Saphan Sung","สะพานสูง"
"th_TH","Samphanthawong","สัมพันธวงศ์"
"th_TH","Sathon","สาทร"
"th_TH","Sai Mai","สายไหม"
"th_TH","Nong Khaem","หนองแขม"
"th_TH","Nong Chok","หนองจอก"
"th_TH","Lak Si","หลักสี่"
"th_TH","Huai Khwang","ห้วยขวาง"
"th_TH","Mueang Samut Prakan","เมืองสมุทรปราการ"
"th_TH","Bang Sao Thong","บางเสาธง"
"th_TH","Bang Bo","บางบ่อ"
"th_TH","Bang Phli","บางพลี"
"th_TH","Phra Pradaeng","พระประแดง"
"th_TH","Phra Samut Chedi","พระสมุทรเจดีย์"
"th_TH","Mueang Samut Sakhon","เมืองสมุทรสาคร"
"th_TH","Krathum Baen","กระทุ่มแบน"
"th_TH","Ban Phaeo","บ้านแพ้ว"
"th_TH","Mueang Nonthaburi","เมืองนนทบุรี"
"th_TH","Sai Noi","ไทรน้อย"
"th_TH","Bang Yai","บางใหญ่"
"th_TH","Bang Kruai","บางกรวย"
"th_TH","Bang Bua Thong","บางบัวทอง"
"th_TH","Pak Kret","ปากเกร็ด"
"th_TH","Mueang Pathum Thani"," เมืองปทุมธานี"
"th_TH","Khlong Luang","คลองหลวง"
"th_TH","Thanyaburi","ธัญบุรี"
"th_TH","Lat Lum Kaeo","ลาดหลุมแก้ว"
"th_TH","Lam Luk Ka","ลำลูกกา"
"th_TH","Sam Khok","สามโคก"
"th_TH","Nong Suea","หนองเสือ"
"th_TH","Sena","เสนา"
"th_TH","Tha Ruea","ท่าเรือ"
"th_TH","Nakhon Luang","นครหลวง"
"th_TH","Bang Sai","บางไทร"
"th_TH","Bang Zai","บางซ้าย"
"th_TH","Bang Ban","บางบาล"
"th_TH","Bang Pahan","บางปะหัน"
"th_TH","Bang Pa-in","บางปะอิน"
"th_TH","Ban Phraek","บ้านแพรก"
"th_TH","Phak Hai","ผักไห่"
"th_TH","Phra Nakhon Si Ayutthaya","พระนครศรีอยุธยา"
"th_TH","Phachi","ภาชี"
"th_TH","Maha Rat","มหาราช"
"th_TH","Lat Bua Luang","ลาดบัวหลวง"
"th_TH","Wang Noi","วังน้อย"
"th_TH","Uthai","อุทัย"
"th_TH","Mueang Ang Thong","เมืองอ่างทอง"
"th_TH","Sawaeng Ha","แสวงหา"
"th_TH","Pho Thong","โพธิ์ทอง"
"th_TH","Chaiyo","ไชโย"
"th_TH","Pa Mok","ป่าโมก"
"th_TH","Wiset Chai Chan","วิเศษชัยชาญ"
"th_TH","Samko","สามโก้"
"th_TH","Mueang Lopburi","เมืองลพบุรี"
"th_TH","Khok Charoen","โคกเจริญ"
"th_TH","Khok Samrong","โคกสำโรง"
"th_TH","Chai Badan","ชัยบาดาล"
"th_TH","Tha Wung","ท่าวุ้ง"
"th_TH","Tha Luang","ท่าหลวง"
"th_TH","Ban Mi","บ้านหมี่"
"th_TH","Phatthana Nikhom","พัฒนานิคม"
"th_TH","Lam Sonthi","ลำสนธิ"
"th_TH","Sa Bot","สระโบสถ์"
"th_TH","Nong Muang","หนองม่วง"
"th_TH","Mueang Sing Buri","เมืองสิงห์บุรี"
"th_TH","Khai Bang Rachan","ค่ายบางระจัน"
"th_TH","Tha Chang","ท่าช้าง"
"th_TH","Bang Rachan","บางระจัน"
"th_TH","Phrom Buri","พรหมบุรี"
"th_TH","In Buri","อินทร์บุรี"
"th_TH","Noen Kham","เนินขาม"
"th_TH","Mueang Chai Nat","เมืองชัยนาท"
"th_TH","Manorom","มโนรมย์"
"th_TH","Wat Sing","วัดสิงห์"
"th_TH","Sankhaburi","สรรคบุรี"
"th_TH","Sapphaya","สรรพยา"
"th_TH","Nong Mamong","หนองมะโมง"
"th_TH","Hankha","หันคา"
"th_TH","Chaloem Phra Kiat","เฉลิมพระเกียรติ"
"th_TH","Mueang Saraburi","เมืองสระบุรี"
"th_TH","Sao Hai","เสาไห้"
"th_TH","Kaeng Khoi","แก่งคอย"
"th_TH","Don Phut","ดอนพุด"
"th_TH","Ban Mo","บ้านหมอ"
"th_TH","Phra Phutthabat","พระพุทธบาท"
"th_TH","Muak Lek","มวกเหล็ก"
"th_TH","Wang Muang","วังม่วง"
"th_TH","Wihan Daeng","วิหารแดง"
"th_TH","Nong Khae","หนองแค"
"th_TH","Nong Saeng","หนองแซง"
"th_TH","Nong Don","หนองโดน"
"th_TH","Ko Chan","เกาะจันทร์"
"th_TH","Ko Sichang","เกาะสีชัง"
"th_TH","Mueang Chonburi","เมืองชลบุรี"
"th_TH","Bo Thong","บ่อทอง"
"th_TH","Bang Lamung","บางละมุง"
"th_TH","Ban Bueng","บ้านบึง"
"th_TH","Phanat Nikhom","พนัสนิคม"
"th_TH","Phan Thong","พานทอง"
"th_TH","Si Racha","ศรีราชา"
"th_TH","Sattahip","สัตหีบ"
"th_TH","Nong Yai","หนองใหญ่"
"th_TH","Khao Chamao","เขาชะเมา"
"th_TH","Mueang Rayong","เมืองระยอง"
"th_TH","Klaeng","แกลง"
"th_TH","Nikhom Phatthana","นิคมพัฒนา"
"th_TH","Ban Khai","บ้านค่าย"
"th_TH","Ban Chang","บ้านฉาง"
"th_TH","Pluak Daeng","ปลวกแดง"
"th_TH","Wang Chan","วังจันทร์"
"th_TH","Khao Khitchakut","เขาคิชฌกูฏ"
"th_TH","Mueang Chanthaburi","เมืองจันทบุรี"
"th_TH","Kaeng Hang Maeo","แก่งหางแมว"
"th_TH","Laem Sing","แหลมสิงห์"
"th_TH","Pong Nam Ron","โป่งน้ำร้อน"
"th_TH","Khlung","ขลุง"
"th_TH","Tha Mai","ท่าใหม่"
"th_TH","Na Yai Am","นายายอาม"
"th_TH","Makham","มะขาม"
"th_TH","Soi Dao","สอยดาว"
"th_TH","Ko Kut","เกาะกูด"
"th_TH","Ko Chang","เกาะช้าง"
"th_TH","Khao Saming","เขาสมิง"
"th_TH","Mueang Trat","เมืองตราด"
"th_TH","Laem Ngop","แหลมงอบ"
"th_TH","Khlong Yai","คลองใหญ่"
"th_TH","Bo Rai","บ่อไร่"
"th_TH","Mueang Chachoengsao","เมืองฉะเชิงเทรา"
"th_TH","Plaeng Yao","แปลงยาว"
"th_TH","Khlong Khuean","คลองเขื่อน"
"th_TH","Tha Takiap","ท่าตะเกียบ"
"th_TH","Bang Khla","บางคล้า"
"th_TH","Bang Nam Priao","บางน้ำเปรี้ยว"
"th_TH","Bang Pakong","บางปะกง"
"th_TH","Ban Pho","บ้านโพธิ์"
"th_TH","Phanom Sarakham","พนมสารคาม"
"th_TH","Ratchasan","ราชสาส์น"
"th_TH","Sanam Chai Khet","สนามชัยเขต"
"th_TH","Mueang Prachinburi","เมืองปราจีนบุรี"
"th_TH","Kabin Buri","กบินทร์บุรี"
"th_TH","Na Di","นาดี"
"th_TH","Ban Sang","บ้านสร้าง"
"th_TH","Prachantakham","ประจันตคาม"
"th_TH","Si Mahosot","ศรีมโหสถ"
"th_TH","Si Maha Phot","ศรีมหาโพธิ"
"th_TH","Mueang Nakhon Nayok","เมืองนครนายก"
"th_TH","Ban Na","บ้านนา"
"th_TH","Pak Phli","ปากพลี"
"th_TH","Ongkharak","องครักษ์"
"th_TH","Khao Chakan","เขาฉกรรจ์"
"th_TH","Mueang Sa Kaeo","เมืองสระแก้ว"
"th_TH","Khok Sung","โคกสูง"
"th_TH","Khlong Hat","คลองหาด"
"th_TH","Ta Phraya","ตาพระยา"
"th_TH","Wang Nam Yen","วังน้ำเย็น"
"th_TH","Wang Sombun","วังสมบูรณ์"
"th_TH","Watthana Nakhon","วัฒนานคร"
"th_TH","Aranyaprathet","อรัญประเทศ"
"th_TH","Chaloem Phra Kiat","เฉลิมพระเกียรติ"
"th_TH","Thepharak","เทพารักษ์"
"th_TH","Mueang Nakhon Ratchasima","เมืองนครราชสีมา"
"th_TH","Mueang Yang","เมืองยาง"
"th_TH","Soeng Sang","เสิงสาง"
"th_TH","Kaeng Sanam Nang","แก้งสนามนาง"
"th_TH","Chok Chai","โชคชัย"
"th_TH","Non Daeng","โนนแดง"
"th_TH","Non Thai","โนนไทย"
"th_TH","Non Sung","โนนสูง"
"th_TH","Kham Thale So","ขามทะเลสอ"
"th_TH","Kham Sakaesaeng","ขามสะแกแสง"
"th_TH","Khong","คง"
"th_TH","Khon Buri","ครบุรี"
"th_TH","Chakkarat","จักราช"
"th_TH","Chum Phuang","ชุมพวง"
"th_TH","Dan Khun Thot","ด่านขุนทด"
"th_TH","Bua Yai","บัวใหญ่"
"th_TH","Bua Lai","บัวลาย"
"th_TH","Ban Lueam","บ้านเหลื่อม"
"th_TH","Prathai","ประทาย"
"th_TH","Pak Thong Chai","ปักธงชัย"
"th_TH","Pak Chong","ปากช่อง"
"th_TH","Phra Thong Kham","พระทองคำ"
"th_TH","Phimai","พิมาย"
"th_TH","Lam Thamenchai","ลำทะเมนชัย"
"th_TH","Wang Nam Khiao","วังน้ำเขียว"
"th_TH","Sikhio","สีคิ้ว"
"th_TH","Sida","สีดา"
"th_TH","Sung Noen","สูงเนิน"
"th_TH","Nong Bun Mak","หนองบุญมาก"
"th_TH","Huai Thalaeng","ห้วยแถลง"
"th_TH","Chaloem Phra Kiat","เฉลิมพระเกียรติ"
"th_TH","Mueang Buriram","เมืองบุรีรัมย์"
"th_TH","Khaen Dong","แคนดง"
"th_TH","Non Din Daeng","โนนดินแดง"
"th_TH","Non Suwan","โนนสุวรรณ"
"th_TH","Krasang","กระสัง"
"th_TH","Khu Mueang","คูเมือง"
"th_TH","Chamni","ชำนิ"
"th_TH","Na Pho","นาโพธิ์"
"th_TH","Nang Rong","นางรอง"
"th_TH","Ban Mai Chaiyaphot","บ้านใหม่ไชยพจน์"
"th_TH","Ban Kruat","บ้านกรวด"
"th_TH","Ban Dan","บ้านด่าน"
"th_TH","Prakhon Chai","ประโคนชัย"
"th_TH","Pakham","ปะคำ"
"th_TH","Phlapphla Chai","พลับพลาชัย"
"th_TH","Phutthaisong","พุทไธสง"
"th_TH","Lahan Sai","ละหานทราย"
"th_TH","Lam Plai Mat","ลำปลายมาศ"
"th_TH","Satuek","สตึก"
"th_TH","Nong Ki","หนองกี่"
"th_TH","Nong Hong","หนองหงส์"
"th_TH","Huai Rat","ห้วยราช"
"th_TH","Khwao Sinarin","เขวาสินรินทร์"
"th_TH","Mueang Surin","เมืองสุรินทร์"
"th_TH","Non Narai","โนนนารายณ์"
"th_TH","Kap Choeng","กาบเชิง"
"th_TH","Chom Phra","จอมพระ"
"th_TH","Chumphon Buri","ชุมพลบุรี"
"th_TH","Tha Tum","ท่าตูม"
"th_TH","Buachet","บัวเชด"
"th_TH","Buache","บัวเชด"
"th_TH","Prasat","ปราสาท"
"th_TH","Phanom Dong Rak","พนมดงรัก"
"th_TH","Rattanaburi","รัตนบุรี"
"th_TH","Lamduan","ลำดวน"
"th_TH","Si Narong","ศรีณรงค์"
"th_TH","Sikhoraphum","ศีขรภูมิ"
"th_TH","Sanom","สนม"
"th_TH","Sangkha","สังขะ"
"th_TH","Samrong Thap","สำโรงทาบ"
"th_TH","Benchalak","เบญจลักษ์"
"th_TH","Mueang Chan","เมืองจันทร์"
"th_TH","Mueang Sisaket","เมืองศรีสะเกษ"
"th_TH","Non Khun","โนนคูน"
"th_TH","Pho Si Suwan","โพธิ์ศรีสุวรรณ"
"th_TH","Phrai Bueng","ไพรบึง"
"th_TH","Kantharalak","กันทรลักษ์"
"th_TH","Kanthararom","กันทรารมย์"
"th_TH","Khukhan","ขุขันธ์"
"th_TH","Khun Han","ขุนหาญ"
"th_TH","Nam Kliang","น้ำเกลี้ยง"
"th_TH","Bueng Bun","บึงบูรพ์"
"th_TH","Prang Ku","ปรางค์กู่"
"th_TH","Phayu","พยุห์"
"th_TH","Phu Sing","ภูสิงห์"
"th_TH","Yang Chum Noi","ยางชุมน้อย"
"th_TH","Rasi Salai","ราษีไศล"
"th_TH","Wang Hin","วังหิน"
"th_TH","Si Rattana","ศรีรัตนะ"
"th_TH","Sila Lat","ศิลาลาด"
"th_TH","Huai Thap Than","ห้วยทับทัน"
"th_TH","Uthumphon Phisai","อุทุมพรพิสัย"
"th_TH","Khemarat","เขมราฐ"
"th_TH","Khueang Nai","เขื่องใน"
"th_TH","Det Udom","เดชอุดม"
"th_TH","Mueang Ubon Ratchathani","เมืองอุบลราชธานี"
"th_TH","Lao Suea Kok","เหล่าเสือโก้ก"
"th_TH","Khong Chiam","โขงเจียม"
"th_TH","Pho Sai","โพธิ์ไทร"
"th_TH","Kut Khaopun","กุดข้าวปุ้น"
"th_TH","Don Mot Daeng","ดอนมดแดง"
"th_TH","Trakan Phuet Phon","ตระการพืชผล"
"th_TH","Tan Sum","ตาลสุม"
"th_TH","Thung Si Udom","ทุ่งศรีอุดม"
"th_TH","Na Yia","นาเยีย"
"th_TH","Na Chaluai","นาจะหลวย"
"th_TH","Na Tan","นาตาล"
"th_TH","Nam Khun","น้ำขุ่น"
"th_TH","Nam Yuen","น้ำยืน"
"th_TH","Buntharik","บุณฑริก"
"th_TH","Phibun Mangsahan","พิบูลมังสาหาร"
"th_TH","Muang Sam Sip","ม่วงสามสิบ"
"th_TH","Warin Chamrap","วารินชำราบ"
"th_TH","Si Mueang Mai","ศรีเมืองใหม่"
"th_TH","Sawang Wirawong","สว่างวีรวงศ์"
"th_TH","Samrong","สำโรง"
"th_TH","Sirindhorn","สิรินธร"
"th_TH","Mueang Yasothon","เมืองยโสธร"
"th_TH","Loeng Nok Tha","เลิงนกทา"
"th_TH","Thai Charoen","ไทยเจริญ"
"th_TH","Kut Chum","กุดชุม"
"th_TH","Kho Wang","ค้อวัง"
"th_TH","Kham Khuean Kaeo","คำเขื่อนแก้ว"
"th_TH","Sai Mun","ทรายมูล"
"th_TH","Maha Chana Chai","มหาชนะชัย"
"th_TH","Kaset Sombun","เกษตรสมบูรณ์"
"th_TH","Thep Sathit","เทพสถิต"
"th_TH","Noen Sa-nga","เนินสง่า"
"th_TH","Mueang Chaiyaphum","เมืองชัยภูมิ"
"th_TH","Kaeng Khro","แก้งคร้อ"
"th_TH","Khon Sawan","คอนสวรรค์"
"th_TH","Khon San","คอนสาร"
"th_TH","Chatturat","จัตุรัส"
"th_TH","Sap Yai","ซับใหญ่"
"th_TH","Ban Khwao","บ้านเขว้า"
"th_TH","Ban Thaen","บ้านแท่น"
"th_TH","Bamnet Narong","บำเหน็จณรงค์"
"th_TH","Phakdi Chumphon","ภักดีชุมพล"
"th_TH","Phu Khiao","ภูเขียว"
"th_TH","Nong Bua Daeng","หนองบัวแดง"
"th_TH","Nong Bua Rawe","หนองบัวระเหว"
"th_TH","Mueang Amnat Charoen","เมืองอำนาจเจริญ"
"th_TH","Senangkhanikhom","เสนางคนิคม"
"th_TH","Chanuman","ชานุมาน"
"th_TH","Pathum Ratchawongsa","ปทุมราชวงศา"
"th_TH","Phana","พนา"
"th_TH","Lue Amnat","ลืออำนาจ"
"th_TH","Hua Taphan","หัวตะพาน"
"th_TH","Mueang Bueng Kan"," เมืองบึงกาฬ"
"th_TH","Seka","เซกา"
"th_TH","So Phisai","โซ่พิสัย"
"th_TH","Bueng Khong Long","บึงโขงหลง"
"th_TH","Bung Khla","บุ่งคล้า"
"th_TH","Pak Khat","ปากคาด"
"th_TH","Phon Charoen","พรเจริญ"
"th_TH","Si Wilai","ศรีวิไล"
"th_TH","Mueang Nongbua Lamphu","เมืองหนองบัวลำภู"
"th_TH","Non Sang","โนนสัง"
"th_TH","Na Klang","นากลาง"
"th_TH","Na Wang","นาวัง"
"th_TH","Si Bun Rueang","ศรีบุญเรือง"
"th_TH","Suwannakhuha","สุวรรณคูหา"
"th_TH","Non Sila"," โนนศิลา"
"th_TH","Khao Suan Kwang","เขาสวนกวาง"
"th_TH","Pueai Noi","เปือยน้อย"
"th_TH","Mueang Khon Kaen","เมืองขอนแก่น"
"th_TH","Wiang Kao","เวียงเก่า"
"th_TH","Waeng Yai","แวงใหญ่"
"th_TH","Waeng Noi","แวงน้อย"
"th_TH","Khok Pho Chai","โคกโพธิ์ไชย"
"th_TH","Kranuan","กระนวน"
"th_TH","Chonnabot","ชนบท"
"th_TH","Chum Phae","ชุมแพ"
"th_TH","Sam Sung","ซำสูง"
"th_TH","Nam Phong","น้ำพอง"
"th_TH","Ban Haet","บ้านแฮด"
"th_TH","Ban Phai","บ้านไผ่"
"th_TH","Ban Fang","บ้านฝาง"
"th_TH","Phra Yuen","พระยืน"
"th_TH","Phon","พล"
"th_TH","Phu Wiang","ภูเวียง"
"th_TH","Phu Pha Man","ภูผาม่าน"
"th_TH","Mancha Khiri","มัญจาคีรี"
"th_TH","Si Chomphu","สีชมพู"
"th_TH","Nong Ruea","หนองเรือ"
"th_TH","Nong Na Kham","หนองนาคำ"
"th_TH","Nong Song Hong","หนองสองห้อง"
"th_TH","Ubolratana","อุบลรัตน์"
"th_TH","Phen","เพ็ญ"
"th_TH","Mueang Udon Thani","เมืองอุดรธานี"
"th_TH","Non Sa-at","โนนสะอาด"
"th_TH","Chai Wan","ไชยวาน"
"th_TH","Kut Chap","กุดจับ"
"th_TH","Kumphawapi","กุมภวาปี"
"th_TH","Ku Kaeo","กู่แก้ว"
"th_TH","Thung Fon","ทุ่งฝน"
"th_TH","Na Yung","นายูง"
"th_TH","Nam Som","น้ำโสม"
"th_TH","Ban Dung","บ้านดุง"
"th_TH","Ban Phue","บ้านผือ"
"th_TH","Prachaksinlapakhom","ประจักษ์ศิลปาคม"
"th_TH","Phibun Rak","พิบูลย์รักษ์"
"th_TH","Wang Sam Mo","วังสามหมอ"
"th_TH","Si That","ศรีธาตุ"
"th_TH","Sang Khom","สร้างคอม"
"th_TH","Nong Saeng","หนองแสง"
"th_TH","Nong Wua So","หนองวัวซอ"
"th_TH","Nong Han","หนองหาน"
"th_TH","Chiang Khan","เชียงคาน"
"th_TH","Mueang Loei","เมืองเลย"
"th_TH","Erawan","เอราวัณ"
"th_TH","Dan Sai","ด่านซ้าย"
"th_TH","Tha Li","ท่าลี่"
"th_TH","Na Haeo","นาแห้ว"
"th_TH","Na Duang","นาด้วง"
"th_TH","Pak Chom","ปากชม"
"th_TH","Pha Khao","ผาขาว"
"th_TH","Phu Ruea","ภูเรือ"
"th_TH","Phu Kradueng","ภูกระดึง"
"th_TH","Phu Luang","ภูหลวง"
"th_TH","Wang Saphung","วังสะพุง"
"th_TH","Nong Hin","หนองหิน"
"th_TH","Seka","เซกา"
"th_TH","Fao Rai","เฝ้าไร่"
"th_TH","Mueang Nong Khai","เมืองหนองคาย"
"th_TH","So Phisai","โซ่พิสัย"
"th_TH","Pho Tak","โพธิ์ตาก"
"th_TH","Phon Phisai","โพนพิสัย"
"th_TH","Tha Bo","ท่าบ่อ"
"th_TH","Bueng Khong Long","บึงโขงหลง"
"th_TH","Rattanawapi","รัตนวาปี"
"th_TH","Si Chiang Mai","ศรีเชียงใหม่"
"th_TH","Sakhrai","สระใคร"
"th_TH","Sangkhom","สังคม"
"th_TH","Chiang Yuen","เชียงยืน"
"th_TH","Mueang Maha Sarakham","เมืองมหาสารคาม"
"th_TH","Kae Dam","แกดำ"
"th_TH","Kosum Phisai","โกสุมพิสัย"
"th_TH","Kantharawichai","กันทรวิชัย"
"th_TH","Kut Rang","กุดรัง"
"th_TH","Chuen Chom","ชื่นชม"
"th_TH","Na Chueak","นาเชือก"
"th_TH","Na Dun","นาดูน"
"th_TH","Borabue","บรบือ"
"th_TH","Phayakkhaphum Phisai","พยัคฆภูมิพิสัย"
"th_TH","Yang Sisurat","ยางสีสุราช"
"th_TH","Wapi Pathum","วาปีปทุม"
"th_TH","Phanom Phrai"," พนมไพร"
"th_TH","Kaset Wisai","เกษตรวิสัย"
"th_TH","Chiang Khwan","เชียงขวัญ"
"th_TH","Moei Wadi","เมยวดี"
"th_TH","Mueang Roi Et","เมืองร้อยเอ็ด"
"th_TH","Mueang Suang","เมืองสรวง"
"th_TH","Selaphum","เสลภูมิ"
"th_TH","Pho Chai","โพธิ์ชัย"
"th_TH","Phon Sai","โพนทราย"
